,Unnamed: 0,sentiment,review,emopattern,emoscore
1131782,1131782,-1,"The Global Underworld serves as a good introduction to the problem of transnational crime as it relates to the U.S. It lacks depth, however - it glosses over many topics, and relies primarily on secondary sources. If you are not a sociologist of deviance/criminologist, are not a U.S. citizen or resident, or are an undergraduate student, you'll probably find this book helpful. The book is easy enough to read, but not particularly exciting - it's an OK way to get your feet wet, but that's about it.",snnpn,0.7715119
1961699,1961699,-1,"After having bought the Tango in the Night concert, I regret ignoring the reviews already posted saying it's not that good. It's not Fleetwood Mac at it's best, and the editing is very distracting. The Mirage or Dance concert are much better!",snnp,0.921613
1568916,1568916,1,"If you are used to the Pathology and Physiology BRS style, this is a very good book. Although Micro Made Simple is rated really high and so is the Lange book, this book did it for me, while those did not. It is detailed and simple at the same time; the outline format is easier to read than the full text format. I recommend this book to whoever is taking a Micro class or for the boards. The best part about it is that it covers immunology too!",sppppp,0.98655856
130628,130628,1,Nancy Drew books are the best! If anyone is looking for a great series this is it. A little scary a little mysterious!,sppn,0.5596277
1428422,1428422,1,this plane is a very good plane! it probaly wont last you forever. but its pretty good. it is a passenger plane as you can see.,spnpp,0.04862133
3071989,3071989,1,This book is super for people who are just beginning to sew. The projects are great and build sewing skills. A must-have if you are just learning.,sppp,0.93585193
1056465,1056465,1,"I really like these sheets to the point that I wake up and feel really good! They are my kind of sheets in that they have some body to them. I have other high count sheets that are so soft and cling to your body that I can't stand them! These remind me of sheets that my grandmother had, too, as one reviewer wrote earlier. I am going to purchase some more sets.",sppnpp,0.55315036
782114,782114,-1,Worst horror film ever and it does not deserve the Creepshow name. Poor George Romero.,snn,0.85274
3231310,3231310,-1,"and I want my coupon back!OMG! I sat through this movie hoping that it would get better! I nodded off twice and should've remained asleep!This is NOT a horror movie.. it's more like a dull comedy wannabe Hitchcock thriller!as stated previously, I'm mad and I want my coupon back!",sppn,0.9468376
1481385,1481385,-1,"This movie wasn't better than Bambi. Far from it. And these guys are right, it's not a continuation of Bambi either. I just find it so hard to believe that after all the h*ll you people have raised over how BAD disney's sequels are just suddenly come and adore this new junk. Bambi ll was so dissapointing, it made me sick. It was bad enough seeing The Lion King 1 1/2 ruin the original LK's perfect plot, but disney making a similar add-on to Bambi is just unforgivable. This is my last straw: I'll never buy another cartoon from disney again.",snnnnnnn,0.92071664
2185245,2185245,1,I was looking for a small scraper for my sons car. this was the size we were looking for to fix in the glovebox of his care.,spp,0.084492646
1783377,1783377,-1,"This is NOT to be purchased unless you are very advanced in astronomy. I was hoping for a rework of the ""New General Catalog"" and this, as a gift, was way beyond me. I feel the description of this tomb should reflect its complexity",snnp,0.119987965
2252567,2252567,-1,"How can you trust a book when it lists authors who are still very much alive as dead! In this case, Maureen Daly!! How stupid can you be?!? Ms. Daly is alive and living in Palm Desert, CA and STILL writing....as of July, 2005!!",snpnpp,0.689429
1987040,1987040,-1,Didn't work when I received it... contacted the seller but no response.Filed a claim for a refund. Seller never made any contact to try and resolve the issue.,snn,0.7330027
507046,507046,-1,"I was hankering for another good summer read and chose Nights in Rodanthe. It is the second and last book by Nicholas Sparks that I will read. It felt simplistic, shallow, and disappointing. I did love the idea of setting and wished it could have been developed more.",sppnp,0.9581867
1963971,1963971,1,"The game theory could be applyied to the reallity of the policy? The argument of this book is very interesting because, if many authors have a negative idea about this possibility, Ostrom is sure with a certain competence of this fact. The author supposes that the social action must born as collective. Next the problem is related to the possibility to talking about several situations. A strategy is strong if we can use it in Sri Lanka and in California. This theory can be transfered in a coherent context if we know as the complexity theory works.",snpnnpp,0.13246569
592940,592940,1,This book was very funny. I held this book for more then a year thinking that I really did not want to read about one of those crazy storm chasers. I think that stuff is just ridiculous but I was pleasantly surprised. I like Kim's sense of humor.,spnnp,0.9245551
1153272,1153272,-1,This book is absolute trash! What a sad life the author must lead to write such garbage! Actually I would give it a zero rating!,snnn,0.92613494
84491,84491,-1,"this has to be arguably one of the stupidest f'n movies i've ever seen in my life. maybe 20 yrs ago, it would have been somewhat creative/original but not now. don't waste your money or time on this piece of Sh't movie. the action, story, comedy ALL SUCK... AND i'm KOREAN!!! i support my people's films but this movie is absolutely atrocious. anyone who wrote a favorable review on this film is either working for their distribution company or an f'n moron",snnnnnn,0.9212994
1593117,1593117,-1,"This album has no substance, no power, or good songs on it. As soon as I saw Massive Attack, Moby, and Dido, I knew it would be good. I was wrong. This album has the worse of the best, and the worse of the worse. Most of the songs on here are boring, and badly organized, I had to skip most of the album and still didn't find any decent song. The only good songs on here are; Dido, and the theme song from ""American Beauty"". I suggest no one buy this album beacause their are no gems on it. No song stands out that makes you want to listen again. It would be a good lulluby album or yoga, if it were without the other songs such as Massive Attack, Dido, the ones they put on it to try and save it. In my opinion, they failed.",snpnnnpnppn,0.84390754
2341332,2341332,1,These funnels are perfect for jobs in my kitchen!! I have used the largest one to put water in my steam cleaner.,spp,0.13090068
851800,851800,1,"This is my first protein supplement. The 5lb bottle was shipped nearly full and comes with a scoop to help you portion your servings. It has a somewhat sweet taste which I find goes well with orange juice (tastes like creamsicle), chocolate milk, strawberry milk, apple cider, and various fruit-based drinks. It also adds a lot of substance to fruit shakes as well. Sometimes it's a bit difficult to mix so you get little lumps when you drink it, but if you just keep stirring for a few minutes it dissolves well.",sppppn,0.20379935
1470207,1470207,-1,i bought this pair of jeans. im from malaysia. to my suprise the jeans was made in cambodia with lowest level of quality. i cant return because the cost involved is even more than the cost of the jean. i learned tht i shouldnt be naive and trust big brands for highest level of quality. my honest review. please publish.,sppnnppp,0.21641198
1980564,1980564,-1,"Weird that the word ""con"" should be in the name. This is not a graphic novel, not in the comic book sense of the word.It is a normal prose paperback you'd find at the grocery store; and you should pay no more than what is reasonable for such an item.Chances are if you're a Mignola fan, you're a fan of the art. The only Mignola art contained within is precious little.Buyers beware.",snnn,0.34775826
1854678,1854678,1,"This one was okay, it was fun going from page to page with spidy and the art work was wonderful, except for the first two pages",sp,0.97377586
3046447,3046447,-1,"Three quarters of the way through The Fearless Man, I simply abandoned reading it.While the experience of the grunt in Vietnam was captured realistically, the characters were two-dimensional - from Mac to the Chaplain to the women back home . A shame because Pfarr's Vietnam is vivid and harrowing. But to truly add depth to the novel, a good deal more craft is required.",snnp,0.23717734
133074,133074,1,"I found that the program he used was very close to the programs used by Dr. William Kelley, and Dr, Max Gerson. Both of these dr.'s had great success with various forms of cancer, especially Leukemia. I intend to start this program asap though mine is enlarged, not cancerous.",sppp,0.6574625
1662059,1662059,1,"Maybe when this came out on election day in 2004, it got negative reviews because Iraq was going well at the time.Well the tide has changed 2007 and this antiwar disc fits my mood well.Realize these are mostly covers and only 1 or 2 new songs.But Maynard James Keenan's unique delivery makes them brand new.It is a depressing subject and CD though.Since its hated by many, its easy to get cheap used copies.I might have felt ripped off at $18 but for $5 its easy to be legal.It has a nice holo cover too, evocative and Emotive.",sn,0.46809348
536579,536579,-1,I got love fa Tupac but yo this album jus wadnt hittn the spot.Some of the beats we hot and pac got deep again but it just wadnt all dat great. Pick it up if u want to but I suggest the bootleg version.peace n luv~Rika,snp,0.7134619
469834,469834,1,"I bought this for my bedroom - specifically to have soothing music to get the baby to sleep. It play my MP3 CDs - sometimes for 15 hours a day. My wife wonders how I get the baby to sleep within minutes, while she always has a struggle - she won't admit it is the combination of my comfy shoulder and some nice instrumental Rabindrasangeet(Bengali folks music)!The timer is very nice - and the remote control is very easy to use, even in the dark (maybe my fingers have memorised the buttons)It would be nice if I could turn off the display; and sometimes, to set the display to show the song name - it switches to time left or time played for track after a few seconds.",sppp,0.8049045
85423,85423,-1,"UGH! How insulting this book is. If the plot got any more simplistic, I don't think that I could have finished the book. Oh wait, I didn't finish the book. There really was nothing to the few chapters that I did read. Would I recommend it? Not a chance. Generally I like Fern Micheals, but this is a book that should never have been released. Does she think we are all simpletons?",snnnnnpnnn,0.7120789
1880479,1880479,1,"This is simply the best pure rock 'n roll album produced in the last 25 years or so. I cannot recommend this album enough. I had an out of body experience during ""Thorn In My Pride"" and I haven't been the same since. You must own this album no matter what kind of music you dig.",sppnp,0.8586306
2630220,2630220,1,"great game for 9 to 13 year old farmers. my son REALLY likes it can't get him off the game. he loves farming, though.",sppp,0.8363581
1735527,1735527,-1,"You buy this product thinking you are obtaining a quality product, for the price. Then 6 months later, it stops working. Very disappointing. I have bought several other irons, hoping to find one that will last. I decided to spend extra and overpay for this one hoping it would be better. It states that there is a 4 year warranty. No there is not. They clearly state that they will NOT warranty any product from Amazon. So this has no warranty. Then even if you bought this product elsewhere, their warranty terms are so restrictive, you have to fill out forms in a certain number of days, and also pay an expensive handling fee. Sorry. that's useless. In th end, the unit simply stopped heating up, after only 6 months of use. And the manufacturer refused to stand behind their product. Just because I bought it at Amazon.",snnnpppnnnnnnnnp,0.14821617
1145208,1145208,1,"I like Don Johnson in almost everything. The movie had alot of ""F"" words and God**** (which I didn't like). Overall, the movie was heartfelt and at times you wanted to just scream at both Susan and Don as they went through a 'rough patch' in their marriage. The acting was good and it made you think alot about life in general. It made me want to sit my husband down to watch it (maybe one day). I wouldn't let kids watch this because it has foul language, but as an adult I did my best to ignore it. The writer's could of definately left out the foul language or used less intense foul language. If you like Don Johnson, add this to your collection!",spnpppnnp,0.55904096
2702738,2702738,1,"Wow,it was like I hit the order button and the next day they both arrived flawless,only problem is I lent them both put to friends and they love it so much I can't can't them BOTH BACK ! Lol",spp,0.39761475
2800190,2800190,-1,"Clearly attempting to appeal to both fans of the old VHS and newcomers, Disney didn't fully succeed with this DVD. They added several new songs to the beginning and end of the original footage and a narrator in between every song. It absolutely detracts from the original experience by nature, and it doesn't help that the new content isn't really of the same quality as the original stuff.I suppose I wouldn't tell fans of the VHS not to buy this, but be aware that it is not the same. It would have been really nice if they added an option to play just the original video, uncut.For anyone just looking for a decent holiday sing-along, this would probably be a great choice, and in that context I give it 4 stars. The 11 original songs are classic, and I'm guessing from a newbie perspective the new songs and narrator wouldn't be offensive (like they are to me, haha). The load of commercials at the beginning are annoying to skip through though, since it won't allow the menu button.",snpnppn,0.8759608
3100426,3100426,-1,"This book contains a number of examples, but unfortunately a lot of them are for C++ followed by J++ and finally VBScript. No Visual Basic examples at all. If you principally code in Visual Basic, expect to do a lot of reserve coding from VBScript to Visual Basic.On the plus side, if you principally code in C++, the examples are fairly usefull and applicable. Also, the examples do not try to write an entire application in one snippet of code and I liked that.If you need information about ADO with Visual Basic, I would stick to the Microsoft Web Site and their ADO documentation in HTML form (also available in the Ole DB 1.5 SDK).",snnpp,0.75771964
2419746,2419746,-1,"The movie is great! What stinks is being force fed the 3 format edition and the inflated price!I have waited this long so I will continue to wait for the single Blu-Ray edition or that they discount the current offering!I have Blu-Ray for a reason, and do not buy standard dvd resolution dvds anymore!",spn,0.8801074
2922098,2922098,1,"This movie was worth the money, but don't be fooled because it might not be as action packed as most of you are expecting. Johnny To is a great director and knows how to display a unique sense of style that is really fun to watch. Francis Ng is one of my favorite actors and his character is really hilarious to watch because he's so serious. Overall, this is a good movie and most of you won't be dissapointed.",spppp,0.9804119
235122,235122,-1,"I found this CD to have very dark-natured music, not very enjoyable for the most part as the individual tracks changed so often that the feel of the CD is not very cohesive.",sn,0.9207073
1408534,1408534,1,"This was a good tasting energy bar, but don't expect it to taste like a candy bar because it doesn't. It's rather dry, but the chocolate adds a nice flavor. It's a little gritty, and you definitely have to chew it quite a bit. But my co-workers and I thought this bar tasted better than other energy bars that we've tried. I like it better than Clif bars. If you're into energy bars, then this a good choice. If you only want great taste, try a Snickers bar instead.",snpnpppp,0.39669275
2454008,2454008,1,Please put this beautiful movie on DVD. I love this movie & more like it that are too expensive for some people like me to buy. Wonderful family film.,sppp,0.97994566
1430370,1430370,1,"....well they could of done without the vocal tracks (there's about 3) and they definately needed to include Richard 'Groove' Holmes . Other than that you got some of the funkiest jazz you will ever hear. Stand out tracks are Reuben Wilson-Inner City Blues, O'Donel Levy-Bad Bad Simba, Jimmy McGriff-Fat Cakes and Ramon Morris-First Come, First Served. Funky! Funky! stuff throughout. Not a bad addition to your jazz/funk collection. I wouldn't say it's worth the import price- I found it elsewhere for half the price, but it's worth a search. It's Groove Merchant- Ya Dig?",snppppnpnp,0.12855504
3140939,3140939,1,Late night Advanced java is for the programer that does cool thing all though the night. It will show you have to work with sockets and other networking things and it is also great for the new programmer in the block,spp,0.8660613
1010925,1010925,-1,"This book is like being held hostage while someone else randomly changes channels. Lechner offers no insights to America's obssession with television. Instead, he merely recaps whatever show he happens to be watching. I would sooner flip through old issues of TV Guide than re-read this book.",snnnn,0.6721813
879713,879713,-1,"I am a fan of British film and like subtle humor and drama...but this! Well, first I should say that as far as ""family friendly"", this film is a gem. No profanity or any vulgarity at all plus a good story of 'right' triumphing over the system. But it was like the writers said, ""hey, lets take out all the intense, dramatic, exciting stuff out and just show them the boring conversation."" Subtlety is one thing, but this films takes the anticlimactic cake. The actors, fantastic...the cinematography...excellent. The directing...whoa...you have got to be kidding! The only phrase he could have possibly used to inspire these actors...""just be dispassionate"". Besides two good scenes, this movie barely held my interest. I kept thinking...""when is this movie going to start?"" and it never did.",spppnnpnnnnn,0.52712977
619516,619516,1,"This story is read on a nightly basis to my son at his bedtime..He loves it! For a long book like this, he actually sits still and is mesmerized by the pictures and that Cat in his Hat. Dr. Seuss was pure genius in the craft of writing for young children and there are scores of generations that appreciate his works.Simple words, rhyming times, and eye catching antics of the cat are all the ingredients to what makes this story work. He's come back to visit the children from the first story, and proceeds to make a giant mess.We meet little cats A through Z, who are just as cute as can be. Then something called VOOM makes everything right. yes, it does. Then Mommy says goodnight. There is something about reviewing Dr. Seuss, that just makes me want to rhyme.This is a great addition to your child's collection of books for years to come!",spppppppp,0.9878419
514794,514794,1,"Firstly, I am not a marvel movie or comic book fan but this movie was better then all the other marvel movies exept x-men. While some of the action scenes look good they are in all honesty comletly mindless. The main up is that Dare Devil is not affraid to kill during this film. This could show the director of spider-man what to do in it's upcoming sequal.I gave this movie four stars because it has raised the bar for all other marvel comic to movie productions that will take place. In overall Bullseye steels the show in his goth kind clothing and Dare Devil spits out his teath. FILM CUTTING WAS THE MAIN DOWNFALL AND STOPPED IT FROM BIENG A CLASSIC",spnnppn,0.4514519
1333950,1333950,-1,"Simply awful. A movie that attempts to have a ""twist ending"" and fails miserably, only making itself and its creators look foolish. Stay away.",snnn,0.32349008
3429619,3429619,-1,I got this battery a few months ago and they neverwork for me. I don't know if these battery are bador what. They didn't have any power even if Idid a full charge on them.,snnn,0.68847924
3360373,3360373,1,"The Britax Marathon is wonderful. As a concerned parent I wanted a seat that would offer a 5-point harness for as long as possible. Thats where the Britax Marathon shines through all the other seats that I reviewed. The Marathon allows any child to remain in this seat up to 49"" in length and or 65 lbs. Thats equivelent to a five your old.Not so happy with the color selection that Britax offers for a boy. (...)The seat arrived shortly thereafter and was nicely boxed. I did have difficulty finding the instructions that were tucked underneathe the front seat fabric which I thought was a strange place to put them. However the seat was extremely easy to install and did not take up much room in my VW Jetta.Wonderful Seat and price!",sppppnpnp,0.96645635
321121,321121,1,"The price of the window regulator, including the shipping, was far below the auto supply stores in my area. Shipping period was satisfactory considering the size of the item. If I had to ""ding"" anything it would be that the replacement assembly was configured differently in that the motor orientation was angled differently. My concerns were dismissed as it did not affect installation or function. Nothing had to be altered. It bolted right in and has been flawless since (approximately 5 weeks). Thanks and I will return for future needs.JT",snpnnppp,0.87578624
2535381,2535381,-1,"Not the one that fix,y camera and end of not being able to use it did return the merchandise to the store",sn,0.7959649
2093013,2093013,-1,"Don't buy this copy the table of contants is missing, there are about 3 other copies of this book that is complete look at the sample first i am returning it",sn,0.65848464
1746874,1746874,1,"It doesn't matter that I've seen all the episodes already, now I can watch them all the time when I'm smoking moonijuana! Aqua Teens are the shiznit.",spn,0.5246352
2667899,2667899,1,"The Anolon griddle fits 2 gas burners . It could be a tad longer. It has a good non stick coating, and heats pretty evenly. A good buy for the price",snppp,0.7990983
1989633,1989633,-1,I purchased the product new and was happy to find out how thick and durable the material was. I also appreciated the velcro flaps covering the zipper. Unfortunately during the install my favorable review changed quickly. The zipper which closed the unit is cheap and broke rather easily without pressure on the seems. The pull key ripped the plastic teeth and separated from the zipper quickly on the second pull. There is no way to repair without replacing the zippper. I now must try and return the product...,sppnpnnn,0.33617073
211031,211031,-1,"A year ago I replaced a fan switch with one of those dial-timer switches which was very easy to install. I thought this switch looked a lot better and the quiet operation sounded great also so I purchased it. According to the manufacturer's website, most new house's electrical systems include a neutral wire configurations and since my house is one year old it did not occur to me check before ordering. My configuration only has a 3-wire setup and without the neutral wire, the timer won't work. One of my friend's is an electrician so I called him and he said that generally only timers for HVAC systems in residential building have a neutral wire setup. So before you order, verify that your existing setup has a neutral wire, because it probably does not.",sppnnpn,0.24268577
3182305,3182305,1,It's a great help to homeschoolers. I'd recommend it to anyone interested in children's education. It came highly recommended to me by other homeschool parents.,sppp,0.9529376
3323301,3323301,1,"These speakers are unbelievable. The music literally comes to life. I've been listening to these tracks on you-name-it speakers throughout the years and this listening experience blows all others away. I know it sounds like hyperbole, but after listening to SRV play Little Wing and sound like he's next to me... and listening to Before The Frost by The Black Crowes and hearing every nuance, Luther in the left speaker and Rich in the right, WOW!!! Unbelievable! Did I already say that? Get 'em!",spppppnp,0.5083136
1628096,1628096,1,Timex does a super job at making a really durable product. This watch I just received is a replacement for the exact watch I purchased 8 years ago that was still going strong. The only reason I replaced my original one is the strap wore out and the lettering on the bezel lost the black highlights thus rendered unreadable. Not that important in the big picture. The issue I do have with Timex is their watchbands are a hassle to get replaced. So for the price of this watch (which is about half retail from Timex) it was preferable for me to just get a new watch vs. the hassle of getting a new band.,sppnnnp,0.46498924
2104413,2104413,1,i played this game on my ps3 and i switched backed to classic controller and it played best value on original controller .i played it on the 360 and it was running at garbage controlling my friend had got pissed because he complained about the driving...he was very pissed and never knew the controling on ps3 will be so much better microsoft son of b#$%^ controller.,sn,0.6363545
1174561,1174561,-1,"When I compared it to the book entitled Submarines in the Time-Life series of books on ships, I found Blind Man's Bluff to be not even in the same league. Blind Man's Bluff has some interesting vignettes, but it is poorly written.",snn,0.8220828
719818,719818,-1,"Well when the book first started off; to me it was the kind of book that I wouldn't like I could see that. I would recommend this book to someone who is more into mystery. My opinion is that this book is one that I would never have chose to read if I would have known how it was. On the other hand if you are into mystery you would have no problem understanding the plot of this book. You would love this, but only if your into mystery.",snpnpp,0.9499167
2298822,2298822,-1,"I loved my Rio while it worked. However, I've only had it for a year (at most) and have had so many problems with it that I'm going to have to buy another player. Both my hustand and I have spent HOURS trying to fix it, but it repeatedly crashes, resets and give us an ""upgrade"" message. Even when we install the program and get the player working again, it crashes almost immediately. Rio is a horrible product, please save your money and buy another MP3 player. My husband had a Rio Carbon that only lasted a year (wheel broke, power button broke, hard drive eventually crashed), and my sister had a Rio Nitro that died within the first 6 months. They both have Creative Labs players now and love them.",spnnnnnp,0.967702
2309494,2309494,-1,"Medieval Costume - yes. Sorta. I guess. She doesn't give much in the way of proof for her costuming conjectures. Lots of drawings and narrative, but really no citations worth mention.How to Recreate it? Not at all. not a bit. Not even so much as a cutting diagram or a single discussion of how to cut, sew, assemble or reproduce the garments.Very disappointing.",sppnnnnnn,0.8673671
3569072,3569072,-1,"The concept of course is great - pictures for babies to learn from. However, the photos themselves were not creative or really very pleasing to the mind. You can take a picture of a jacket and it is just a jacket - but you could spend a little of thought and make that jacket so appealing you would want to wear it. Vegetables are great for kids to learn, but you need to picture them in an appetizing way, not just a photograph of a piece of broccoli against a white background. I think a right brain person created this book - you need to turn on your left brain and be creative in your pictures.",spnppn,0.37729827
2081611,2081611,1,I been waiting for this movie to come out ever since December! And now that i watched it ... i will go watch it again! Josh did a great job on that movie and i like the (funny-)story.,sppp,0.98198134
2198679,2198679,1,"All of the various canine actors who portray Hachi in this sentimental film are the real stars, but Richard Gere displays facets of his ability to portray a music professor not seen in his many other great films. The pace of this movie is also excellent, moving from one surprising delightful or hear-breaking stepping stone to another. This movie is a sort of mirror forcing the viewer to evaluate his or her own life, and, perhaps, very generally, the quality of life itself.",sppp,0.102794245
602633,602633,1,"Wasn't sure if I'd like this show, but after the first episode or two I wound-up watching all of this season so-far.",sp,0.23893364
3028483,3028483,1,"The product worked just fine and was a necessary part of a receipe we used. The timing of getting the product was not just fine. I ordered on a Wednesday and paid for two day shipment to get it on Friday. We had a specific need to get it on that day. We called on Thursday to see that it had shipped and it had not. We then paid for one day delivery to get it Friday. It was not made available to UPS until 11:00 pm Friday. It was picked up Monday and delivered Tuesday. This may have been a Unilever warehouse problem, but you offered two day delivery. This is not acceptable service and caused us considerable inconvenience in addition to extra costs for shipping.",spnpnnpnpnn,0.9270619
75083,75083,1,"""I Malavoglia"" is one of the most beautiful novels about the life in South-Italy in 19th century. I personally am grown up on the countryside in South-Italy and, even if I live a century later than the Malavoglia, I still can find in the place where I live some of the colours and sounds that I love in this book. Someone may find the style disturbing, because of the lack of participation by the writer, but it is something Verga purposedly tried to achieve ( it is the Realism ), and it should not prevent you from enjoying the story told in this book ( even if it is a sad story, like are all the stories, that try to be truthfull). If you really want to get nearer to the heart of such a beautiful country like Italy ( and especially South-Italy)is you really should read this book.",sppnp,0.85451275
1367601,1367601,-1,"I purchased this book with the thought in mind that it would be the only study guide needed to pass the A+ exam. On the core hardware side, it was adequate. I passed the Core Hardware part of the exam with no problem. However, the OS Technologies study information is outdated and insufficient. I spent a great deal of time on DOS and Win 3.1, and the exam didn't really focus on that aspect of it at all. Most of the questions on the exam were for Windows 2000, which the book does not do a good job of preparing the student for. After studying the OS section, I took the exam from the CD ROM and scored a 98%. In addition, I answered all the questions at the end of the book with no difficulty. I failed OS Technologies exam with a score of 576 (needed 600 to pass)...I do not recommend this book.",spppnpnppn,0.9316725
2703559,2703559,1,"My son got a few of these pens shopping for school supplies. I used to be a gel ""click"" pin die hard, but the ink flows so smoothly and looks so good on the paper I was immediately hooked (and stole his).I then bought my own box of pens which was snatched up and emptied by my writers group... What comes around goes around, I guess, but I'll be buying more.They're just that good.",spp,0.90916073
943084,943084,1,it is a great album but is wayy too short it rocks so buy it now there very best,sp,0.9735146
1345374,1345374,-1,"These pumps are being sold by auto parts stores under the name Victor as well. They are the exact same pumps but are painted gold. I'm not sure what that is about.I developed a slow leak in a tire so I bought two of them; one for my car and one for my wife's. Right out of the box, mine showed a wildly inaccurate tire pressure. On a good tire it hovered around 5psi whereas two trusty stick gauges that I have used for years both showed 30psi. It did however inflate the tire about as well as any other $20 pump I have owned, and the lights worked (but were very dim). I went and checked my wife's and it had the exact same problem but on hers you could hear hissing as air was escaping somewhere in the pump. Both were brand spanking new. Give me a break! What a bunch of junk!",spnnnppnpnn,0.9183543
90276,90276,1,"This specific telephone was recommended to me by my nephew. It meets my needs. It has dual key pads on the base and hand held unit which is important. Also has dual I.D. displays which again is important. I opted to have the caller I.D. amenity added to my phone bill and this is the only one that I have or need at this time in my life...If I take the hand unit with me to another room in my apartment, I can still see who is calling and I can also auto dial from that unit. I love my Sony telephone!",sppppppnp,0.9867714
791477,791477,-1,"Like other reviewers, I am very unhappy with this new Opium formulation. We had no idea that it had changed. My wife has worn the original Opium for over 20 years but this new formula is different and smells cheap and lousy. DO NOT BUY if you like the original.",snnnn,0.68646985
2503586,2503586,1,I've played many fighters including all three Tekkens all Mortal Kombats and every Bushido Blade and Tekken 3 is the most fun fighter I have ever played. The chracters in this game seem to be more fun than the basic Mortal Kombat-esque chracters. The Tekken Ball mode is a good reward after you have cleared the arcade mode plenty of times. Tekken force is Final Fight-esque beat em up game and could be sold as a game on its own. Its challenging but it is another game within Tekken 3 and I'm still not bored with it. The separate cinema endings for each chracter give this fighting game a sense of personality that only the Tekken series has. The music in this game is the best in the entire fighting genre and you'll wanna get theatre mode just to listen to this music It fits the game perfectly. If you're into fighting and action games this is the game for you! ...,sppppppppp,0.25091943
2576238,2576238,1,"I love Ann. She's brilliant, insightful, and she sees it all as clearly as I do. When things are as obvious to someone as everything is to her , you don't need to have courage. You simply can't keep your observations to yourself. ... If Ann's an extremist then so am I.",sppnnpn,0.8235283
2173875,2173875,1,"I bought this because 1) I need to exercise to lose weight and feel better mentally; 2) it looked like it could be fun; 3) It's cheaper, hopefully more fun, and takes less space than a treadmill!About assemby issue: I received it today. I was home alone. I read somewhere on web someone drove on one side with their car, another used couch (not this trampoline, but same difference). Car too dangerous, couch too light, however, I have a decently heavy Hope Chest... I used that as my ""2 people holding it down"" while I pushed down to snap the circle together. TA-DAH! Piece of cake!Read assembly instructions carefully, esp. Step 2 and Step 3. Re-read it. Lightbulb will go on! It's not hard to do. Everything lined up well. Seems very sturdy. Easy to place against wall when not in use.",spnnnppnppppppp,0.18526228
3040077,3040077,1,"I have loved this movie since the first time I saw it! Pure fun from beginning to end, with some great performances and amazing writing, there is really nothing else like this film. The thought process behind this story is probably unimaginable and bizarre, so I am looking forward to the DVD extras, especially with my NUON DVD player! I doubt there will ever be another movie that captures the same spirit. Either you will watch this film over and over again, or you will be one of these people who just doesn't get it. Take a chance that you will be one of the former!",spppnnp,0.19709916
843815,843815,1,"Used everything for my pottery class. Got just what I expected, tools worked well, but the sponge was the first to break down",spp,0.6847223
1668373,1668373,1,The telephones worked well. They made it easy to call. They were better then others.,sppp,0.7327378
181675,181675,1,"I just bought this album without knowing the authors or the quality of the music, but it was really a nice surprise and it's one of my all time favourite music albuns.Really nice music, sometimes a bit sad, or with a flavour of swing, beeing overall good stuff.Hear little Red :P",sp,0.97685766
192263,192263,1,"GREAT book! I bought this book mainly for the short story by Charlaine Harris, and it was REALLY good. I enjoyed it thoroughly, and would reccomend it to anyone. It was great. I also started the story right after that one, and it seemed good too. Glad I bought this book.",spppppp,0.97491735
981574,981574,-1,"The Tub Mesh Strainer that this company sent was not stainless steel as advertised. Within a month the strainer rusted straight through and broke in half. If I had to guess, it was probably cheap steel painted silver. Buyer beware!",snnnn,0.3299057
3551074,3551074,-1,"I was more than disappointed in this book. I bought it because it said ""Edgar Cayce"" on Soulmates, but in reality it is Kevin J. Todeschi on Soulmates.I love to read Edgar Cayce's readings because of the truths it contains, the wisdom, so much said in so little words... his readings don't confuse me (like many psyhoclogy books do) but help me define what it is I already know... but very few readings were in the book - it was mostly Kevin J. Todeschi.",snp,0.82322115
3171282,3171282,1,"Light weight and all the settings you'll ever need. Settled on this relatively inexpensive unit because shower pressure had decent reviews and the Mfr. of this unit for Peerless sells the same unit for double the price here. Very satisfied with water pressure of hand-held, enough to sting in normal use.",spppp,0.82522047
3333163,3333163,-1,"We have bought two of these cleaners. The water tank has broken both times within a few uses. After the first one broke, we tried to get a replacement tank at Sears. Since they didn't sell a replacement tank, we bought a whole new cleaner. Well, just when we needed to use the cleaner again, we realized the tank on the second unit is broken. Needless to say, we are extremely frustrated.",spnnpnn,0.84474796
1009824,1009824,1,"At first I couldn't stand how these stories end, but then I realized that if they ended the way I wished they would, they wouldn't be half as interesting or as thought-provoking. It would just be a well told, cliched archetype we've all heard a million times.Fives points to Vivian Vande Velde for another awesome book!",snp,0.9640632
3065606,3065606,1,"I love Espresso drinks from Starbucks and other coffee places. This little item allows me to replicate them at home for a lot less money.Follow the directions, you will have no problems with it. The only thing is you can't make a big amount. But if you like your coffee strong, this thing is great! If you enjoy Espresso or Espresso drinks ( like the latte) this is a must have.Pair this with a coffee grinder and purified water ( like a Brita or Pur pitcher, faucet mount or undersink filtration unit) you can have coffee shop quality at home for less money.",sppnpp,0.93499744
